lr,step,test_average_daily_return,test_cumulative_return,test_custom_loss,test_error_percentage,test_loss_days,test_mae,test_mse,test_total_profits,final_train_loss,train_average_daily_return,train_cumulative_return,train_loss_days,train_total_profits
NA,NA,-0.0006113036652095616,-0.023778649047017097,132.0926971435547,5.6206746101379395,20.0,10.4603271484375,122.03046417236328,-4.5602264404296875,20.725116729736328,0.0011548056560550105,0.5084927266383608,188,69.23519134521484
NA,NA,0.0012126228539273143,0.09746716171503067,22.006200790405273,1.7210867404937744,42.0,3.2775864601135254,16.598655700683594,18.527725219726562,15.950366020202637,0.000212241163557436,0.059062764879332486,235,2.7152252197265625
NA,NA,0.0008739629993215203,0.05355678126215935,58.4360237121582,3.2839395999908447,36.0,6.165360450744629,51.152313232421875,10.707443237304688,15.527874946594238,0.0014605619745983922,0.8524872746641761,200,94.88523864746094
NA,NA,0.0017673169495537877,0.10786718875169754,23.032695770263672,1.9617125988006592,31.0,3.690913677215576,17.66475486755371,20.17205810546875,19.547304153442383,2.631494250442012e-05,-0.02565872810648373,223,-0.42060089111328125
NA,NA,0.0009484727634117007,0.05473965406417847,16.332395553588867,1.2929238080978394,33.0,2.4554367065429688,8.826348304748535,10.91778564453125,14.642765045166016,0.0017828645468731606,1.1376170639056982,193,121.4532241821289
NA,NA,0.0015909676440060139,0.11006723344326019,28.169509887695312,2.1996333599090576,38.0,4.154829502105713,23.272092819213867,20.65008544921875,11.879159927368164,0.0004545231122618869,0.18269337030081112,225,28.43218231201172
NA,NA,0.0013888246612623334,0.13748976588249207,10.154622077941895,0.9180027842521667,50.0,1.7597416639328003,4.811970233917236,25.764816284179688,6.648522853851318,0.0025491612294295083,2.0186521874610053,187,163.5563735961914
NA,NA,0.0005433761398307979,0.03809061646461487,39.27191162109375,2.408658981323242,41.0,4.576430320739746,31.2056884765625,7.3709259033203125,21.101850509643555,0.0009489912384913671,0.4730295667671869,213,63.871917724609375
NA,NA,-0.00022935826564207673,-0.014311373233795166,72.59571838378906,3.760530948638916,28.0,7.013766765594482,64.43782043457031,-2.657745361328125,17.13374137878418,0.0009052005167289685,0.4429824740103254,214,57.657684326171875
NA,NA,0.002461786847561598,0.16626276075839996,19.46702766418457,1.73772132396698,31.0,3.293471336364746,14.607874870300293,30.458877563476562,22.303050994873047,-6.893797494156932e-06,-0.04089910308623801,229,-1.7016448974609375
NA,NA,0.0010310952784493566,0.05998102203011513,31.16551971435547,2.2241108417510986,32.0,4.186657428741455,23.818578720092773,11.54876708984375,12.275412559509277,0.00045691638492055016,0.1804868224986762,221,27.590911865234375
NA,NA,0.0020710814278572798,0.18497903645038605,21.941059112548828,1.8164385557174683,39.0,3.4642581939697266,17.083538055419922,33.74766540527344,15.452974319458008,0.0013670293693486824,0.7778941110865614,201,87.75347900390625
NA,NA,0.0004886921378783882,0.02603115700185299,34.0731086730957,2.24129581451416,31.0,4.209714889526367,25.145000457763672,5.602264404296875,10.476468086242676,0.0009482107750931684,0.47168912870411805,215,63.403656005859375
NA,NA,0.0018690327415242791,0.10653062909841537,27.412403106689453,1.9991445541381836,29.0,3.762089490890503,20.96907615661621,19.952178955078125,11.519947052001953,0.0006944595332491363,0.31486062734281006,212,45.153045654296875
NA,NA,0.0006761311669833958,0.03502348065376282,38.515071868896484,2.5909295082092285,31.0,4.85638952255249,30.824817657470703,7.179718017578125,15.186585426330566,0.0012389746281532652,0.6762638820774154,223,83.09757995605469
NA,NA,0.0002776003675535321,0.010942915454506874,64.33562469482422,3.1070644855499268,25.0,5.9421257972717285,56.678157806396484,2.4569854736328125,184.5802001953125,0.00015967196709674216,0.0331724196005414,220,7.065071105957031
NA,NA,0.0004846830852329731,0.039097048342227936,15.852991104125977,1.3767056465148926,51.0,2.614938497543335,10.030318260192871,7.954132080078125,8.863261222839355,0.00029145428147288175,0.09642089825196876,222,14.933197021484375
NA,NA,0.0010146794375032187,0.05483404919505119,43.18546676635742,2.734558582305908,31.0,5.115426063537598,35.82438659667969,10.8699951171875,11.226644515991211,0.0014840223838593141,0.8707653546334742,211,95.71707916259766
NA,NA,1.9968272681580856e-05,-0.0013411964755505323,44.426612854003906,2.859550714492798,24.0,5.340439319610596,36.05788803100586,-0.0478057861328125,12.861885070800781,0.0016472790882392024,0.8228847561633974,176,94.73223114013672
NA,NA,0.0008982221479527652,0.06270875036716461,24.637420654296875,1.871061086654663,38.0,3.5310888290405273,17.92180824279785,12.466522216796875,18.751901626586914,0.0015458328195206588,0.9266722225485438,200,104.10135650634766
NA,NA,0.0003807182074524462,0.014638708904385567,39.54304504394531,2.4372708797454834,24.0,4.598411560058594,31.863231658935547,2.9158477783203125,131.62725830078125,0.001033038051077674,0.4391485403154127,184,57.638580322265625
NA,NA,0.00027404731372371316,0.018949056044220924,18.068225860595703,1.6222819089889526,52.0,3.1117756366729736,12.040953636169434,4.4550628662109375,11.520892143249512,0.0006455274557530461,0.28520432416668196,220,35.382530212402344
NA,NA,-0.00022970947611611336,-0.011268905363976955,48.1246452331543,2.7922780513763428,22.0,5.1818108558654785,39.016151428222656,-2.0458984375,26.67198944091797,-1.075451415173971e-05,-0.03736100112232554,187,0.72674560546875
NA,NA,-0.0002090087509714067,-0.020529700443148613,25.512296676635742,1.75010085105896,41.0,3.303471326828003,17.27910041809082,-3.4416656494140625,8.166257858276367,0.0003892232068739568,0.14640589073270505,220,20.678871154785156
NA,NA,0.0006448949570767581,0.04872870817780495,28.661367416381836,2.043480396270752,42.0,3.9186012744903564,22.288593292236328,10.458877563476562,41.05979537963867,9.185743450452326e-05,0.0036534361586131325,228,7.2371063232421875
NA,NA,0.0010287669720128179,0.05566653981804848,126.9698257446289,4.8761305809021,30.0,9.089377403259277,119.60926055908203,11.02294921875,33.785770416259766,0.0006885257594614014,0.30973288317534675,218,44.875755310058594
NA,NA,-0.00022970947611611336,-0.011268905363976955,51.875450134277344,3.0915682315826416,22.0,5.736724853515625,42.766963958740234,-2.0458984375,22.864667892456055,0.0011763550695583654,0.5201928203759087,179,69.53140258789062
NA,NA,0.0010383699554949999,0.07349979877471924,25.792987823486328,2.0295557975769043,42.0,3.8398427963256836,20.550764083862305,14.072662353515625,22.628541946411133,0.0008985711199399606,0.4397188477201146,216,58.86231231689453
NA,NA,0.0005287030944600701,0.03481472656130791,19.52710723876953,1.6691523790359497,42.0,3.167628288269043,13.281649589538574,7.26580810546875,11.365782737731934,0.00039547613190674287,0.14871306062635314,214,24.33074188232422
NA,NA,0.00043097534216940403,0.03419483080506325,12.514837265014648,1.1000845432281494,49.0,2.090503215789795,6.282809734344482,7.03631591796875,9.857033729553223,0.001358157703471672,0.7710859215579555,197,88.26969909667969
NA,NA,-0.0002536204701755196,-0.015553970821201801,53.60291290283203,3.1534619331359863,29.0,5.895287036895752,45.513893127441406,-2.906341552734375,23.382022857666016,0.0007211774147920352,0.32854099621224253,204,48.58500671386719
