Date,"('^GSPC', 'Open')","('^GSPC', 'High')","('^GSPC', 'Low')","('^GSPC', 'Close')","('^GSPC', 'Volume')",Bollinger_Bands_Upper,Bollinger_Bands_Middle,Bollinger_Bands_Lower,DEMA,Midpoint,Midpoint_Price,T3_Moving_Average,ADX,Absolute_Price_Oscillator,Aroon_Up,Aroon_Down,Aroon_Oscillator,Balance_of_Power,CCI,Chande_Momentum_Oscillator,MACD,MACD_Signal,MACD_Histogram,Money_Flow_Index,Normalized_Average_True_Range,Chaikin_A/D_Line,Chaikin_A/D_Oscillator,Median_Price,Typical_Price,Weighted_Closing_Price,Hilbert_Dominant_Cycle_Phase,Hilbert_Phasor_Components_Inphase,Hilbert_Phasor_Components_Quadrature,Hilbert_SineWave,Hilbert_LeadSineWave,Hilbert_Trend_vs_Cycle_Mode,Open,High,Low,Close,Volume,Unemployment Rate,Industrial Production: Total Index,M2,Total Vehicle Sales,Consumer Price Index for All Urban Consumers: All Items in U.S. City Average,M1,Employment Level,Domestic Auto Production,New One Family Houses Sold
2010-07-12,1077.22998046875,1080.780029296875,1070.449951171875,1078.75,3426990000,21.733770250857855,21.173024559020995,20.612278867184134,21.089918327331542,20.99228000640869,20.61762046813965,21.08991832733153,36.959306528142896,-0.6460910454774513,0.0,14.28571428571429,14.28571428571429,0.8684195983509627,33.4006194974863,-4.479538332368829,0.0,0.0,0.0,55.154156702131786,0.3451423645019531,17084647.6135703,15716867.572164,20.96957302093506,20.660006205240887,20.681199073791504,-0.9358589361516286,20.744777679443366,-28.158894654535732,-0.8051088333581272,-0.14989371536659313,1,20.445049285888672,20.790191650390625,20.445049285888672,20.74477767944336,23186399,9.4,92.2549,8639.8,11.948,218.011,1724.0,139179.0,234.5,283.0
2010-07-13,1080.6500244140625,1099.4599609375,1080.6500244140625,1095.3399658203125,4640460000,21.733770250857855,21.173024559020995,20.612278867184134,21.089918327331542,20.99228000640869,21.101271629333496,21.08991832733153,36.959306528142896,-0.6460910454774513,0.0,14.28571428571429,14.28571428571429,0.5765777355677734,33.4006194974863,-4.479538332368829,0.03948755074090826,0.007897510148181653,0.03159004059272661,55.154156702131786,0.3639563151768276,34639225.74033022,15716867.572164,20.96957302093506,21.147441864013672,21.17052698135376,-0.7218904269416891,21.239782333374023,-18.699888654969637,-0.6608047267044705,0.06346505481852131,1,20.94913673400879,21.353315353393555,20.849227905273438,21.239782333374023,31943533,9.4,92.2549,8639.8,11.948,218.011,1724.0,139179.0,234.5,283.0
2010-07-14,1095.6099853515625,1099.0799560546875,1087.6800537109375,1095.1700439453125,4521050000,21.733770250857855,21.173024559020995,20.612278867184134,21.089918327331542,21.369210243225098,21.5690279006958,21.08991832733153,36.959306528142896,-0.6460910454774513,0.0,14.28571428571429,14.28571428571429,0.29473763323916563,33.4006194974863,-4.479538332368829,0.0906245570156834,0.024442919521682004,0.06618163749400138,55.154156702131786,0.3768850151373416,24735724.158330932,15716867.572164,20.96957302093506,21.545564651489258,21.533833026885986,-0.7076159558321871,21.498638153076172,-18.3897584317024,-0.6500239521246002,0.07770379996400086,1,21.37148094177246,21.784740447998047,21.353315353393555,21.498638153076172,30349726,9.4,92.2549,8639.8,11.948,218.011,1724.0,139179.0,234.5,283.0
2010-07-15,1094.4599609375,1098.6600341796875,1080.530029296875,1096.47998046875,4552470000,21.733770250857855,21.173024559020995,20.612278867184134,21.089918327331542,21.51680278778076,21.385104179382324,21.08991832733153,36.959306528142896,-0.6460910454774513,0.0,14.28571428571429,14.28571428571429,0.22727120868631484,33.4006194974863,-4.479538332368829,0.13255446596427944,0.046065228810201496,0.08648923715407794,55.154156702131786,0.37851017279110566,44504084.80942269,15716867.572164,20.96957302093506,21.43505859375,21.460035800933838,-0.5989424772723546,21.53496742248535,-14.699455238061262,-0.5637693466518734,0.18537718479125267,0,21.444141387939453,21.584922790527344,21.185285568237305,21.53496742248535,26357940,9.4,92.2549,8639.8,11.948,218.011,1724.0,139179.0,234.5,283.0
2010-07-16,1093.8499755859375,1093.8499755859375,1063.3199462890625,1064.8800048828125,5297350000,21.733770250857855,21.173024559020995,20.612278867184134,21.089918327331542,21.257946968078613,21.22842788696289,21.08991832733153,36.959306528142896,-0.6460910454774513,0.0,14.28571428571429,14.28571428571429,-0.7054280728257751,33.4006194974863,-4.479538332368829,0.11969794644926424,0.06079177233801405,0.05890617411125019,55.154156702131786,0.39429193757465114,19634201.13410427,15716867.572164,20.96957302093506,21.14592742919922,21.104677200317383,-0.6088471461320581,20.980926513671875,-14.627990807428576,-0.5719221452310516,0.17563525542277952,1,21.394187927246094,21.521343231201172,20.93551254272461,20.980926513671875,29433253,9.4,92.2549,8639.8,11.948,218.011,1724.0,139179.0,234.5,283.0
2010-07-19,1066.8499755859375,1074.699951171875,1061.1099853515625,1071.25,4089500000,21.733770250857855,21.173024559020995,20.612278867184134,21.089918327331542,21.08991813659668,21.13533115386963,21.08991832733153,36.959306528142896,-0.6460910454774513,0.0,14.28571428571429,14.28571428571429,0.3414635395592075,33.4006194974863,-4.479538332368829,0.1256500724645413,0.0737634323633195,0.05188664010122179,55.154156702131786,0.3927274305851532,27613167.028833292,15716867.572164,20.96957302093506,21.156524022420246,21.167120456695557,-0.5504153645204928,21.198909759521484,-13.009280336610082,-0.5230412922707823,0.23282625713912317,1,21.071752548217773,21.32152557373047,20.94913673400879,21.198909759521484,23366963,9.4,92.2549,8639.8,11.948,218.011,1724.0,139179.0,234.5,283.0
2010-07-20,1064.530029296875,1083.93994140625,1056.8800048828125,1083.47998046875,4713280000,21.733770250857855,21.173024559020995,20.612278867184134,21.089918327331542,21.183015823364258,20.946866035461426,21.08991832733153,36.959306528142896,-0.6460910454774513,0.0,14.28571428571429,14.28571428571429,0.7431230131971877,33.4006194974863,-4.479538332368829,0.12634572471393923,0.08427989083344345,0.042065833880495784,55.154156702131786,0.40035733204517016,58733239.328650266,15716867.572164,20.96957302093506,21.02028465270996,21.05699396133423,-0.5343175682669759,21.167121887207028,-12.52525367390334,-0.5092538461429083,0.2484508166504807,1,20.799272537231445,21.194368362426758,20.699363708496094,21.16712188720703,34969742,9.4,92.2549,8639.8,11.948,218.011,1724.0,139179.0,234.5,283.0
2010-07-21,1086.6700439453125,1088.9599609375,1065.25,1069.5899658203125,4747180000,21.733770250857855,21.173024559020995,20.612278867184134,21.089918327331542,20.910536766052246,20.894640922546387,21.08991832733153,36.959306528142896,-0.6460910454774513,0.0,14.28571428571429,14.28571428571429,-0.7635129958028619,33.4006194974863,-4.479538332368829,0.08451425658020995,0.08432676398279676,0.0001874925974131858,55.154156702131786,0.41976875356168425,30788933.002754863,15716867.572164,20.96957302093506,20.814411163330078,20.774296283721924,-0.5032952961107822,20.65395164489746,-11.371838322814371,-0.482314824740495,0.2783760080874001,0,21.16712188720703,21.23069953918457,20.558582305908203,20.65395164489746,39016798,9.4,92.2549,8639.8,11.948,218.011,1724.0,139179.0,234.5,283.0
2010-07-22,1072.1400146484375,1097.5,1072.1400146484375,1093.6700439453125,4826900000,21.733770250857855,21.173024559020995,20.612278867184134,21.089918327331542,20.787919998168945,20.86512279510498,21.08991832733153,36.959306528142896,-0.6460910454774513,0.0,14.28571428571429,14.28571428571429,0.5581406706322474,33.4006194974863,-4.479538332368829,0.07215105720729298,0.081891622627696,-0.009740565420403025,55.154156702131786,0.4118430769069574,52748197.39476119,15716867.572164,20.96957302093506,20.884044647216797,20.893505573272705,-0.5102425888567745,20.92188835144043,-11.709504926038237,-0.4883889506087394,0.271696662527378,1,20.812896728515625,20.96276092529297,20.767484664916992,20.92188835144043,37770466,9.4,92.2549,8639.8,11.948,218.011,1724.0,139179.0,234.5,283.0
2010-07-23,1092.1700439453125,1103.72998046875,1087.8800048828125,1102.6600341796875,4524570000,21.733770250857855,21.173024559020995,20.612278867184134,21.089918327331542,20.940053939819336,20.926430702209473,21.08991832733153,36.959306528142896,-0.6460910454774513,0.0,14.28571428571429,14.28571428571429,0.23610940972647637,33.4006194974863,-4.479538332368829,0.0645407691526998,0.07842145193269677,-0.013880682779996975,55.154156702131786,0.40578106204034714,60855046.50257842,15716867.572164,20.96957302093506,20.937026977539062,20.942325115203857,-0.4642006293564406,20.958219528198242,-10.493601675258601,-0.4477081635319976,0.31570307651250057,0,20.881017684936523,21.08991813659668,20.762943267822266,20.958219528198242,41692888,9.4,92.2549,8639.8,11.948,218.011,1724.0,139179.0,234.5,283.0
2010-07-26,1102.8900146484375,1115.010009765625,1101.300048828125,1115.010009765625,4009650000,21.733770250857855,21.173024559020995,20.612278867184134,21.109434381595324,21.053586959838867,21.02634048461914,21.091298678481536,36.959306528142896,-0.6460910454774513,0.0,14.28571428571429,14.28571428571429,0.8392833035834829,33.4006194974863,-4.479538332368829,0.07305810214486996,0.07734878197513143,-0.004290679830261462,55.154156702131786,0.39496201636656675,95267529.14451522,26355578.209367037,20.96957302093506,21.067211786905926,21.087647438049316,-0.4714505118427185,21.148954391479492,-10.781568400373539,-0.45417903885339567,0.30881573077002733,1,20.93551254272461,21.15349769592285,20.89918327331543,21.148954391479492,35687594,9.4,92.2549,8639.8,11.948,218.011,1724.0,139179.0,234.5,283.0
2010-07-27,1117.3599853515625,1120.949951171875,1109.780029296875,1113.8399658203125,4725690000,21.733770250857855,21.173024559020995,20.612278867184134,21.27393223227279,21.37602138519287,21.48274326324463,21.105030958151616,36.959306528142896,-0.6460910454774513,0.0,14.28571428571429,14.28571428571429,0.43809424762300997,33.4006194974863,-4.479538332368829,0.11512586799164026,0.0849041991784332,0.030221668813207064,55.154156702131786,0.40762247266474166,113590262.86258034,34141777.08857383,20.96957302093506,21.522858301798504,21.54291582107544,-0.4131964493453237,21.60308837890625,-9.471588439364883,-0.4015388168945509,0.3636672720513792,1,21.394187927246094,21.721162796020508,21.24432373046875,21.60308837890625,36299750,9.4,92.2549,8639.8,11.948,218.011,1724.0,139179.0,234.5,283.0
