Date,Cap Weighted Composite_Index
28/02/2012,32.621154244357534
29/02/2012,32.57737638927246
01/03/2012,32.71992120846518
02/03/2012,32.776351337979655
05/03/2012,32.56604669492531
06/03/2012,32.25934193522758
07/03/2012,32.3720366196006
08/03/2012,32.745915307510806
09/03/2012,32.86510977325971
12/03/2012,32.989973612346816
13/03/2012,33.611110294456495
14/03/2012,34.014855326150716
15/03/2012,34.071423173810516
16/03/2012,34.04391816943337
19/03/2012,34.30771205518644
20/03/2012,34.30516819424542
21/03/2012,34.208112982924426
22/03/2012,34.13097745866513
23/03/2012,34.09203452003137
26/03/2012,34.594780400461644
27/03/2012,34.7220175313057
28/03/2012,34.71944357826319
29/03/2012,34.630053840189596
30/03/2012,34.50220193939122
02/04/2012,34.93777571411125
03/04/2012,35.002555389796555
04/04/2012,34.560889966808
05/04/2012,34.746481096397275
09/04/2012,34.614464249373555
10/04/2012,34.14158302018806
11/04/2012,34.16781411554545
12/04/2012,34.42780326289955
13/04/2012,33.853896419308256
16/04/2012,33.45369597331984
17/04/2012,34.37463822646508
18/04/2012,33.859036860909626
19/04/2012,33.3817467761058
20/04/2012,33.24657547911663
23/04/2012,33.054585572135345
24/04/2012,32.893174789458115
25/04/2012,34.147877840933525
26/04/2012,34.274100441944235
27/04/2012,34.273270989423956
30/04/2012,33.97074027400178
01/05/2012,34.03524206884039
02/05/2012,34.11221324655445
03/05/2012,33.87056350902053
04/05/2012,33.190742102783126
07/05/2012,33.134791591800195
08/05/2012,32.936753122804916
09/05/2012,32.90528792968381
10/05/2012,32.76674337828296
11/05/2012,32.763150311340425
14/05/2012,32.413494045864574
15/05/2012,32.20846816266055
16/05/2012,32.01600312048549
17/05/2012,31.520857279040214
18/05/2012,31.28241627218028
21/05/2012,32.08970352900544
22/05/2012,31.95912394304782
23/05/2012,32.06059292302824
24/05/2012,31.91488395781781
25/05/2012,31.770516676173862
29/05/2012,32.20241155258693
30/05/2012,32.127427922522514
31/05/2012,31.998826528628822
01/06/2012,31.22191190157858
04/06/2012,31.29996180792344
05/06/2012,31.392582518312288
06/06/2012,32.082462648018456
07/06/2012,32.03502066413643
08/06/2012,32.34523768078987
11/06/2012,31.823132454676475
12/06/2012,32.20511913716605
13/06/2012,32.080573953146974
14/06/2012,32.2663295391901
15/06/2012,32.70948595017722
18/06/2012,32.869394300831885
19/06/2012,33.08986587853427
20/06/2012,33.1474959115904
21/06/2012,32.43124152819885
22/06/2012,32.6467049165689
25/06/2012,32.1545556781297
26/06/2012,32.14965725871392
27/06/2012,32.32640528819475
28/06/2012,32.07494608306158
29/06/2012,32.91201233736014
02/07/2012,33.08031638509346
03/07/2012,33.28661910938228
05/07/2012,33.37239674242442
06/07/2012,32.916628304400454
09/07/2012,32.92591429843135
10/07/2012,32.55343020051094
11/07/2012,32.392606564672235
12/07/2012,32.00569728529967
13/07/2012,32.478794742118495
16/07/2012,32.405108137399104
17/07/2012,32.44763966252508
18/07/2012,32.931268580019385
19/07/2012,33.48371410509071
20/07/2012,32.93078018724613
23/07/2012,32.644438303260074
24/07/2012,32.41294944185513
25/07/2012,32.00355001457245
26/07/2012,32.31998808819348
27/07/2012,32.86120928621918
30/07/2012,33.00315484052204
31/07/2012,33.21090023757421
01/08/2012,33.119858072109864
02/08/2012,32.99263060030331
03/08/2012,33.566816885195095
06/08/2012,33.75622612725932
07/08/2012,33.899407041502705
08/08/2012,33.85079289100696
09/08/2012,33.898772589336104
10/08/2012,33.992953080498495
13/08/2012,34.0646332446704
14/08/2012,34.00550466775212
15/08/2012,34.01057277611645
16/08/2012,34.445334464400275
17/08/2012,34.65634187271362
20/08/2012,34.88858853198321
21/08/2012,34.625445340969584
22/08/2012,34.71360862205704
23/08/2012,34.408476936465824
24/08/2012,34.55055103913654
27/08/2012,34.66324842278409
28/08/2012,34.576027780776236
29/08/2012,34.54151375102915
30/08/2012,34.15305351643354
31/08/2012,34.39211730130486
04/09/2012,34.46996260192518
05/09/2012,34.42687302260944
06/09/2012,35.04200400095568
07/09/2012,35.0149591422523
10/09/2012,34.6435257345067
11/09/2012,34.738557673810774
12/09/2012,34.91793913480387
13/09/2012,35.413233295072736
14/09/2012,35.64808422792824
17/09/2012,35.77043779379648
18/09/2012,35.77563231756055
19/09/2012,35.708288945345934
20/09/2012,35.65630639318811
21/09/2012,35.65975031735676
24/09/2012,35.34799238282636
25/09/2012,34.88103899937453
26/09/2012,34.606219457801444
27/09/2012,35.0954759493378
28/09/2012,34.85092172904372
01/10/2012,34.85882793427733
02/10/2012,34.868571483365784
03/10/2012,35.06668047822335
04/10/2012,35.01345051355041
05/10/2012,34.754724410645785
08/10/2012,34.39959634203098
09/10/2012,34.064761525836744
10/10/2012,33.954529898484374
11/10/2012,33.70667105914972
12/10/2012,33.86883825323041
15/10/2012,34.14675319866339
16/10/2012,34.69314162965793
17/10/2012,34.09029044128581
18/10/2012,33.645302076514284
19/10/2012,32.90133169428197
22/10/2012,33.38171402903497
23/10/2012,32.78718074512627
24/10/2012,32.749410484222835
25/10/2012,32.70920503672852
26/10/2012,32.75904401538286
31/10/2012,32.64523886732262
01/11/2012,33.071825422076444
02/11/2012,32.4326823888299
05/11/2012,32.64384919095755
06/11/2012,32.7423537391032
07/11/2012,31.818008522632475
08/11/2012,31.265175789557755
09/11/2012,31.426851161376604
12/11/2012,31.268971198256843
13/11/2012,31.048930943607914
14/11/2012,30.728075166007052
15/11/2012,30.542511497405705
16/11/2012,30.631504018529977
19/11/2012,31.572698535043152
20/11/2012,31.38967736447827
21/11/2012,31.484857046097247
23/11/2012,31.99849115859876
26/11/2012,32.27104453096427
27/11/2012,32.06332983936583
28/11/2012,32.18313755062286
29/11/2012,32.227704107690556
30/11/2012,32.0862348899665
03/12/2012,32.06016109160189
04/12/2012,31.94440613975044
05/12/2012,31.258844807525737
06/12/2012,31.514025205849617
07/12/2012,31.36519069881652
10/12/2012,31.427527132322233
11/12/2012,31.85383062571942
12/12/2012,31.71707239338187
13/12/2012,31.429460112847583
14/12/2012,31.083472255722853
17/12/2012,31.40624450411157
18/12/2012,31.924830675059233
19/12/2012,31.78476916188082
20/12/2012,31.718916524222152
21/12/2012,31.502729644680397
24/12/2012,31.3870924438459
26/12/2012,31.21932929215529
27/12/2012,31.255621485251986
28/12/2012,30.87725257441604
31/12/2012,31.518221364833515
02/01/2013,32.42159806555978
03/01/2013,32.16834658210027
04/01/2013,31.83068438358743
07/01/2013,31.70938468187371
08/01/2013,31.67910297352349
09/01/2013,31.582939263458876
10/01/2013,31.8116276793331
11/01/2013,31.886946850927636
14/01/2013,31.51821008349173
15/01/2013,31.213123509589796
16/01/2013,31.60969408416632
17/01/2013,31.71231209042855
18/01/2013,31.668951291187533
22/01/2013,31.77512837835943
23/01/2013,32.38713752483109
24/01/2013,31.255668673501
25/01/2013,31.216986642418803
28/01/2013,31.399230848609196
29/01/2013,31.542672003813315
30/01/2013,31.430915160472246
31/01/2013,31.320936677160823
01/02/2013,31.555596565900338
04/02/2013,31.14083041786986
05/02/2013,31.48410535365515
06/02/2013,31.382998974609468
07/02/2013,31.44019154349423
08/02/2013,31.779324312897003
11/02/2013,31.825189668648548
12/02/2013,31.634092017081382
13/02/2013,31.638443475991863
14/02/2013,31.609152593038225
15/02/2013,31.54401225441174
19/02/2013,31.63634239281389
20/02/2013,31.234748397417068
21/02/2013,30.991097437059743
22/02/2013,31.340001733242204
25/02/2013,30.848468375825178
26/02/2013,31.101212978948542
27/02/2013,31.348632076244858
28/02/2013,31.186763145784777
01/03/2013,31.160848877415674
04/03/2013,31.164091971651672
05/03/2013,31.58369500886592
06/03/2013,31.607899298145707
07/03/2013,31.789864146906922
08/03/2013,31.849347328186365
11/03/2013,31.968053515436395
12/03/2013,31.795500031762785
13/03/2013,31.872452789557226
14/03/2013,32.23368766964474
15/03/2013,32.35313848018586
18/03/2013,32.41428655198376
19/03/2013,32.37850232205195
20/03/2013,32.51074778895431
21/03/2013,32.07017347602772
22/03/2013,32.32611493049796
25/03/2013,32.2262744255267
26/03/2013,32.409121614919535
27/03/2013,32.23394200127736
28/03/2013,32.27781068852362
01/04/2013,31.92761456645988
02/04/2013,32.111279968353415
03/04/2013,31.935314990301922
04/04/2013,31.828995733262765
05/04/2013,31.570038643625935
08/04/2013,31.623231122568644
09/04/2013,31.863014856099646
10/04/2013,32.39666292931811
11/04/2013,32.26326069412036
12/04/2013,32.076379893126116
15/04/2013,31.590830147388758
16/04/2013,32.07374432636516
17/04/2013,31.391174475298047
18/04/2013,31.00815229308688
19/04/2013,30.312275491006844
22/04/2013,30.52781158503543
23/04/2013,30.948632498884237
24/04/2013,30.9691335183293
25/04/2013,31.195840033931795
26/04/2013,31.332596846830068
29/04/2013,31.96729256641647
30/04/2013,32.447194448318115
01/05/2013,32.13201813807466
02/05/2013,32.55006984859699
03/05/2013,32.81721725577838
06/05/2013,32.90042857787954
07/05/2013,32.88085945770557
08/05/2013,33.05552638808847
09/05/2013,32.82604806660331
10/05/2013,32.90146235051873
13/05/2013,32.8098502174825
14/05/2013,32.7496283792169
15/05/2013,32.60352511407755
16/05/2013,32.92487992333125
17/05/2013,33.27669807790703
20/05/2013,33.400113741172405
21/05/2013,33.40741436311959
22/05/2013,33.19389136938068
23/05/2013,33.13087816516031
24/05/2013,33.12799280074164
28/05/2013,33.35893584487188
29/05/2013,33.33949008777714
30/05/2013,33.59910661689837
31/05/2013,33.32367682576398
03/06/2013,33.60874263311531
04/06/2013,33.37314104053122
05/06/2013,32.99062146234339
06/06/2013,32.947014467828176
07/06/2013,33.283382070170106
10/06/2013,33.19328645760141
11/06/2013,32.915261576411275
12/06/2013,32.60745155526363
13/06/2013,32.98118729227719
14/06/2013,32.70221066435986
17/06/2013,32.98086136244628
18/06/2013,33.167172570021634
19/06/2013,32.70333864546469
20/06/2013,31.954226449401155
21/06/2013,31.665038673455307
24/06/2013,31.355592059994805
25/06/2013,31.526666430735794
26/06/2013,31.64449873057483
27/06/2013,31.66737028301501
28/06/2013,31.449503157615297
01/07/2013,31.669448011586063
02/07/2013,31.78862861045545
03/07/2013,31.993231954924205
05/07/2013,32.17676873328722
08/07/2013,32.120415042848116
09/07/2013,32.143521426261174
10/07/2013,32.24060306393453
11/07/2013,32.65512889015474
12/07/2013,32.60214840800343
15/07/2013,32.820778416959406
16/07/2013,32.88578212858452
17/07/2013,32.8764213714814
18/07/2013,32.98179543371408
19/07/2013,32.33202496681964
22/07/2013,32.42308495349266
23/07/2013,32.34899407092518
24/07/2013,32.81803310308237
25/07/2013,32.780401001036445
26/07/2013,32.85962128613084
29/07/2013,32.89365668516538
30/07/2013,33.06013435802555
31/07/2013,33.01987274247117
01/08/2013,33.21104833388147
02/08/2013,33.348806352418144
05/08/2013,33.44378790476362
06/08/2013,33.11446826546743
07/08/2013,32.994633719702286
08/08/2013,32.964921656310665
09/08/2013,32.7573407436184
12/08/2013,33.10001972326299
13/08/2013,33.48933591895994
14/08/2013,33.50216677163917
15/08/2013,33.041235023310925
16/08/2013,33.06350713128506
19/08/2013,33.09648635915741
20/08/2013,33.008913261323734
21/08/2013,32.940708408820186
22/08/2013,33.00291508591618
23/08/2013,33.18647584177703
26/08/2013,33.102870083587995
27/08/2013,32.473096126138536
28/08/2013,32.49584666160675
29/08/2013,32.5886634713082
30/08/2013,32.44284934596567
03/09/2013,32.46025791374268
04/09/2013,32.702475516825864
05/09/2013,32.70077133700551
06/09/2013,32.6933808537046
09/09/2013,33.09793311192705
10/09/2013,33.14740759099579
11/09/2013,32.93708417262729
12/09/2013,32.966401306923146
